Title,Price,Material A,A Percent,Material B,B Percent
ASOS DESIGN crop jumper with crew neck in camel,£85.00,Viscose,0.82,Nylon,0.18
Vero Moda high neck stripe jumper in pink and red,£85.00,Polyester,0.97,Acrylic,0.02
ASOS DESIGN Maternity rib jumper with v neck in cream,£85.00,Viscose,0.82,Nylon,0.16
Weekday Dion chunky knitted jumper with exaggerated sleeves in dark green melange,£85.00,Polyester,0.6,Polyamide,0.4
Weekday Ayla knitted jumper in light beige melange,£85.00,Polyester,1.0,NaN,0.0
Only longline cardigan in charcoal grey,£85.00,Acrylic,0.81,Polyester,0.19
ASOS DESIGN crew neck jumper with wide cuff and split in alpaca wool blend in camel,£85.00,Alpaca,0.34,Nylon,0.34
Object v neck jumper in black,£85.00,Viscose,0.5,Nylon,0.27
ASOS DESIGN rugby jumper in camel and navy stripe,£85.00,Acrylic,0.46,Polyester,0.46
Mango v neck stripe jumper in beige and black,£85.00,Polyamide,0.41,Polyester,0.4
Hollister mock neck jumper in white,£85.00,Polyester,0.98,Elastane,0.02
& Other Stories fluffy yarn wool blend sweater with sequin stripes in black,£85.00,Wool,0.39,Mohair,0.3
Pull&Bear v-neck ribbed cropped jumper in blue,£85.00,Polyester,1.0,NaN,0.0
Weekday Flash slouchy jumper in cream ,£85.00,Polyester,0.76,Wool,0.16
COLLUSION Unisex knitted ribbed oversized rollneck jumper in orange,£85.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN asymmetric crew neck top in acid wash in charcoal,£85.00,Cotton,1.0,NaN,0.0
Pieces cable detail half zip jumper in grey,£85.00,Polyester,0.77,Acrylic,0.2
ASOS DESIGN knitted jumper in sheer rib in chocolate,£85.00,Acrylic,0.8,Polyester,0.2
addias Originals varsity crest logo cardigan in navy,£85.00,Cotton,1.0,NaN,0.0
Weekday Rora ribbed knitted jumper with side splits in dark grey melange,£85.00,Viscose,0.72,Polyester,0.28
Pimkie half zip jumper in navy stripe,£85.00,Viscose,0.51,Polyester,0.31
Vero Moda Tall premium oversized longline jumper with seam detail in cream,£85.00,Polyester,0.5,Acrylic,0.45
Neon Rose teddy intarsia roll neck jumper in beige,£85.00,Acrylic,0.73,Nylon,0.24
Barbour x ASOS exclusive unisex fairisle cardigan in navy,£85.00,Wool,0.8,Polyamide,0.2
Pimkie longline side split jumper in black and cream stripe,£85.00,Viscose,0.51,Polyester,0.28
JJXX soft knit roll neck top in bright green,£85.00,Viscose,0.8,Nylon,0.18
Vero Moda Tall round neck jumper in cream,£85.00,Polyester,0.94,Elastane,0.03
ASOS DESIGN button front shirred cardigan in acid wash in charcoal,£85.00,Cotton,1.0,NaN,0.0
Monki knitted sweater with volume sleeves in glitter mono stripe yarn,£85.00,Polyester,0.55,Acrylic,0.45
ASOS DESIGN Petite knitted top with sweetheart neck and lace up front detail in white,£85.00,Viscose,0.68,Polyamide,0.32
Stradivarius zip through jumper in camel stripe ,£85.00,Cotton,1.0,NaN,0.0
Mango button through jumper in brown,£85.00,Viscose,0.52,Polyamide,0.26
Barbour International Aprila knit jumper in black,£85.00,Cotton,1.0,NaN,0.0
Vila crochet jumper with wide sleeves in black,£85.00,Cotton,0.8,Polyamide,0.2
River Island Plus hybrid shirt sleeve jumper in beige,£85.00,Polyester,0.83,Acrylic,0.08
Topshop knitted ribbed jumper with volume sleeves in black ,£85.00,Viscose,0.46,Polyester,0.29
Threadbare Paisley high neck fluffy jumper in taupe,£85.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN high neck knitted top with twist front detail in red,£85.00,Acrylic,0.8,Polyester,0.2
Wednesday's Girl high neck relaxed jumper in leopard print,£85.00,Acrylic,0.7,Polyamide,0.3
Y.A.S zip pull jumper in purple,£85.00,Viscose,0.52,Polyester,0.26
Vero Moda Curve high neck jumper with wide sleeve in cream,£85.00,Polyester,0.52,Acrylic,0.41
Vero Moda jumbo stripe button through cardigan in red and white,£85.00,Polyester,0.78,Acrylic,0.19
& Other Stories merino wool cable knit cropped jumper in mole,£85.00,Wool,1.0,NaN,0.0
Vero Moda stripe jumper in cream and brown ,£85.00,Polyester,0.79,Acrylic,0.13
Weekday Ayla knitted jumper in green melange,£85.00,Polyamide,0.48,Polyester,0.42
& Other Stories merino wool blend knitted chunky rib half zip sweater in ecru melange,£85.00,Merino,0.55,Cotton,0.45
River Island frill sleeve jumper with black contrast trim in white,£85.00,Viscose,0.7,Polyester,0.3
ASOS DESIGN Tall sheer knitted top with asymmetric neckline in black,£85.00,Viscose,0.75,Polyester,0.25
Vero Moda oversized roll neck longline jumper in grey melange ,£85.00,Polyester,0.93,Acrylic,0.05
Only v neck jumper in dark grey marl,£85.00,Acrylic,0.74,Polyester,0.24
ASOS DESIGN crop jumper in mixed cable stitch in cream ,£85.00,Acrylic,0.84,Polyamide,0.1
ASOS DESIGN top in sheer stitch with asymmetric hem in cream ,£85.00,Acrylic,0.59,Polyester,0.41
Topshop knitted tinsel oversized jumper in blue,£85.00,Nylon,0.84,Metallic,0.16
Hollister slim turtleneck jumper in white,£85.00,Cotton,0.6,Acrylic,0.2
Mango cable knit jumper in red,£85.00,Acrylic,0.85,Polyamide,0.09
Monki textured wool blend sweater in grey,£85.00,Polyester,0.64,Acrylic,0.14
& Other Stories mock neck jumper in light brown melange,£85.00,Polyester,0.52,Acrylic,0.38
Topshop hand knitted chunky jumper in ivory,£85.00,Polyester,0.7,Acrylic,0.2
& Other Stories wool and merino jumper in black and white stripe,£22.99,Wool,0.39,Mohair,0.3
ASOS DESIGN knitted fluffy shrug in textured yarn in butter yellow,£22.99,Polyamide,0.61,Polyester,0.32
ASOS DESIGN Petite knitted top with cut out detail and contrast tipping in green,£22.99,Acrylic,0.5,Viscose,0.5
Pieces cable detail jumper in multi colour block,£22.99,Polyester,1.0,NaN,0.0
Vero Moda v neck textured knit jumper in sulphur ,£22.99,Polyester,1.0,NaN,0.0
Miss Selfridge asym long sleeve rib knit top in black,£22.99,Acrylic,1.0,NaN,0.0
Levi's cardigan in beige,£22.99,Polyamide,1.0,NaN,0.0
Weekday Ruby shiny yarn cardigan in dusty grey,£22.99,Polyester,1.0,NaN,0.0
JDY wide sleeve jumper in purple and pink stripe,£22.99,Acrylic,0.76,Polyester,0.21
& Other Stories knitted top in mono stripe ,£22.99,Wool,1.0,NaN,0.0
Weekday Ayla turtleneck jumper in grey melange,£22.99,Polyamide,0.48,Polyester,0.42
JDY jumper in black and white leopard print,£22.99,Nylon,0.58,Viscose,0.26
ASOS LUXE embellished knitted jumper with organza bow back in light grey,£22.99,Cotton,1.0,NaN,0.0
Urban Revivo fluffy oversized jumper in chocolate brown,£22.99,Polyamide,1.0,NaN,0.0
Aria Cove ribbed cold shoulder flared sleeve jumper in black,£22.99,Polyester,1.0,NaN,0.0
Wekeday Mary sheer knit top in black,£22.99,Polyester,1.0,NaN,0.0
Selected Femme v neck knitted jumper in green ,£22.99,Wool,0.5,Nylon,0.24
Levi's Betty fluffy cardigan in blue check,£22.99,Polyamide,0.77,Cotton,0.23
Superdry essential crew neck jumper in Dusty Raspberry,£22.99,Acrylic,0.64,Polyester,0.16
Motel ruffle edged cardigan in charcoal grey,£22.99,Polyester,1.0,NaN,0.0
& Other Stories alpaca and wool blend jumper with buttoned collar in stripe,£22.99,Polyamide,0.33,Alpaca,0.32
adidas Originals Luxe Lounge cropped cardigan in pink,£22.99,Cotton,1.0,NaN,0.0
& Other Stories knitted sweater with zip collar in black,£22.99,Wool,0.55,Cotton,0.45
Noisy May high neck fluffy jumper in black & grey stripe,£22.99,Polyester,0.42,Acrylic,0.32
Stradivarius destroyed open knit jumper in taupe,£22.99,Acrylic,1.0,NaN,0.0
Something New X GORPECORE SQUAD ruched side roll neck jumper in sand,£22.99,Acrylic,0.49,Nylon,0.27
Vila half and half knitted high neck jumper in zig zag print,£22.99,Polyester,0.97,Elastane,0.03
ASOS DESIGN Maternity jumper with keyhole in brown metallic yarn ,£22.99,Acrylic,0.8,Metallised,0.11
ASOS DESIGN Curve jumper in tinsel yarn in black,£22.99,Polyester,0.82,Metallised,0.18
Glamorous cropped fluffy knit jumper in brown argyle co-ord,£22.99,Polyamide,1.0,NaN,0.0
& Other Stories wool fitted  knitted jumper  with square neckline in beige melange,£22.99,Wool,0.83,Polyamide,0.17
River Island roll neck ribbed top with button sleeve detail in red,£22.99,Viscose,0.7,Nylon,0.3
Monki high neck chunky rib knitted jumper with volume sleeve in dark green,£22.99,Polyester,1.0,NaN,0.0
Polo Ralph Lauren Julianna icon logo cotton cable knit jumper in light blue,£22.99,Cotton,1.0,NaN,0.0
& Other Stories knitted top with volume cuffs in beige,£22.99,Wool,0.55,Cotton,0.45
Only half zip cable detail jumper in light blue,£22.99,Cotton,0.6,Acrylic,0.4
Monki jacquard knitted sweater in brown snake print,£22.99,Polyester,0.52,Acrylic,0.41
Daisy Street relaxed open knit jumper,£22.99,Polyester,1.0,NaN,0.0
Only high neck ribbed longline jumper in baby blue,£22.99,Polyester,0.97,Elastane,0.03
AllSaints Donna 2-in-1 crop knitted jumper and white shirt in black and white,£22.99,Wool,1.0,NaN,0.0
Nobody's Child oversized knitted vest in cream,£22.99,Polyester,0.7,Acrylic,0.22
JDY slouchy longline jumper with side split in beige,£22.99,Viscose,0.52,Polyester,0.28
ASOS DESIGN cable cardigan with tipping detail in navy,£22.99,Polyester,0.7,Acrylic,0.2
Tammy Girl asymmetric space dye knit cardigan,£22.99,Polyester,1.0,NaN,0.0
& Other Stories wool and alpaca blend high neck cropped jumper in light grey,£22.99,Alpaca,0.32,Wool,0.32
& Other Stories slim fit zip through cardigan in black,£22.99,Polyamide,0.55,Viscose,0.45
& Other Stories high neck alpaca wool ribbed jumper in dark green,£22.99,Polyamide,0.33,Alpaca,0.32
ASOS DESIGN knitted top with cut out neck detail in pink,£22.99,Viscose,0.68,Polyamide,0.32
Reclaimed Vintage slash neck ladder jumper in space dye,£22.99,Acrylic,0.76,Nylon,0.24
Only ribbed wide neck jumper in taupe,£22.99,Acrylic,0.77,Polyester,0.19
Only high neck soft jumper in black and white abstract stripe,£22.99,Acrylic,0.81,Polyester,0.19
Monki v neck knitted sweater in red,£22.99,Polyester,0.9,Wool,0.08
Cotton:On cardigan with tie front in brown,£22.99,Polyester,1.0,NaN,0.0
Under Armour Evolved Core Tech half zip top in black,£22.99,Cotton,1.0,NaN,0.0
Vero Moda knitted high neck jumper with cable knit sleeve detail in blue ,£22.99,Polyester,0.6,Cotton,0.4
ASOS DESIGN Petite off shoulder zip through cardigan in rib in black,£22.99,Acrylic,0.51,Cotton,0.49
Weekday Teagan semi sheer jumper in blue dip dye,£22.99,Polyamide,0.5,Wool,0.5
& Other Stories wool fitted  knitted jumper  with square neckline in black,£22.99,Wool,0.83,Polyamide,0.17
ASOS DESIGN crop jumper in textured stitch in cream,£22.99,Polyester,0.52,Acrylic,0.21
Topshop premium knitted v-neck mohair jumper in stone,£22.99,Mohair,0.7,Wool,0.3
Miss Selfridge super lash cardi with button detail in bright green ,£26.00,Nylon,0.64,Acrylic,0.36
Wednesday's Girl cropped cable knit jumper in cream,£22.99,Acrylic,1.0,NaN,0.0
ASOS DESIGN high neck jumper in alpaca wool blend in black,£22.99,Alpaca,0.34,Nylon,0.33
Mango fluffy jumper in oatmeal,£26.00,Polyester,0.62,Polyamide,0.38
COLLUSION knitted stripe cardigan in oatmeal,£26.00,Acrylic,0.75,Nylon,0.25
Weekday Grace half zip jumper in black ,£26.00,Polyester,0.5,Cotton,0.45
Stradivarius destroyed knit crop jumper in black ,£26.00,Acrylic,1.0,NaN,0.0
Violet Romance cropped jumper in pastel argyle,£26.00,Acrylic,1.0,NaN,0.0
Object button through knitted cardigan in beige with black stripe,£26.00,Viscose,0.7,Polyester,0.3
ASOS DESIGN Curve knitted top with cut out neck detail in black,£26.00,Viscose,0.68,Polyamide,0.32
Miss Selfridge scarf detail knitted cardigan,£26.00,Acrylic,1.0,NaN,0.0
Stradivarius high neck jumper in white & black,£26.00,Viscose,0.7,Polyamide,0.3
ASOS DESIGN knitted top with plunge sweetheart neckline in green metallic yarn,£26.00,Viscose,0.7,Polyamide,0.3
& Other Stories wool and merino sweater in grey,£26.00,Wool,0.39,Mohair,0.3
River Island puff sleeve knit top with button detal in brown,£26.00,Viscose,0.7,Polyamide,0.3
Wednesday's Girl crew neck jumper with fringe detail in blue,£26.00,Acrylic,1.0,NaN,0.0
ASOS DESIGN Tall knitted top with cut out and knot front detail in cobalt blue,£26.00,Viscose,0.68,Polyamide,0.32
The Ragged Priest oversized distressed bleached jumper,£26.00,Acrylic,0.57,Polyester,0.34
Femme Luxe knitted longline cardigan with belt detail in forest green,£26.00,Acrylic,1.0,NaN,0.0
Pieces knitted high neck jumper in black stripe,£26.00,Viscose,0.5,Polyester,0.28
Miss Selfridge skinny rib maxi cardigan with collar detail in black,£26.00,Acrylic,0.84,Nylon,0.16
& Other Stories tie front frill sleeve cardigan in off white,£26.00,Cotton,1.0,NaN,0.0
Only button down longline cardigan in black,£26.00,Viscose,0.5,Nylon,0.27
JDY round neck pointelle detail jumper in blue,£26.00,Acrylic,0.88,Polyester,0.12
Glamorous wrap front jumper in grey marl knit,£26.00,Polyester,1.0,NaN,0.0
Vero Moda tie front jumper in cobalt ,£26.00,Acrylic,0.7,Nylon,0.27
Vero Moda stripe button through cardigan in brown ,£26.00,Acrylic,0.7,Nylon,0.27
Tammy Girl retro roll neck jumper with sequin heart logo,£26.00,Polyester,1.0,NaN,0.0
Pieces high neck jumper in camel,£26.00,Polyester,0.82,Acrylic,0.15
Vila wrap front cardigan in red,£26.00,Polyester,1.0,NaN,0.0
ASOS DESIGN Curve crew neck boxy jumper with seam front in lime,£26.00,Cotton,0.6,Acrylic,0.4
ASOS DESIGN Curve cable jumper with high neck in cream,£26.00,Acrylic,0.7,Polyester,0.3
Pimkie contrast rib zip through high neck jumper in blue,£26.00,Polyester,1.0,NaN,0.0
Motel chunky rib off shoulder jumper in hot pink,£26.00,Polyester,1.0,NaN,0.0
ASOS DESIGN Curve sheer button through knitted top with collar in black,£26.00,Viscose,0.75,Polyester,0.25
Topshop knitted oversized distressed jumper in khaki,£26.00,Acrylic,0.77,Nylon,0.12
Vero Moda zip neck cable knit jumper in grey,£26.00,Acrylic,0.65,Polyester,0.35
Neon Rose pointelle cherry detail roll neck jumper in off white,£26.00,Acrylic,1.0,NaN,0.0
Vero Moda Petite roll neck top in black,£26.00,Viscose,0.8,Nylon,0.2
Object knitted rib v neck jumper in dark grey,£26.00,Viscose,0.5,Nylon,0.27
Levi's cardigan in pink stripe,£26.00,Polyamide,1.0,NaN,0.0
Topshop knitted tie front top in khaki,£26.00,Polyester,1.0,NaN,0.0
ASOS DESIGN Tall crew neck boxy jumper with seam front in blue,£26.00,Cotton,0.6,Acrylic,0.4
Reclaimed Vintage oversized fluffy laddered jumper in pink,£26.00,Polyamide,1.0,NaN,0.0
Weekday Maggie wool turtle neck jumper with exposed seam detail and wider sleeves in beige melange,£26.00,Wool,1.0,NaN,0.0
Miss Selfridge lace shrug in cream,£26.00,Polyester,0.9,Elastane,0.1
Cotton:On ultra crop cable knit pullover in shortbread,£26.00,Cotton,0.53,Acrylic,0.47
Pimkie boxy round neck jumper in pale green,£26.00,Viscose,0.5,Polyester,0.28
Pull&Bear acid wash ribbed shrug top co-ord in grey,£26.00,Polyamide,0.5,Viscose,0.5
Aria Cove cable knit longline jumper with wide sleeves in cream,£26.00,Polyester,0.95,Wool,0.05
Vila zip through knitted cardigan in cream,£26.00,Acrylic,0.52,Polyester,0.28
Daisy Street funnel neck zip through cardigan in chalet knit,£26.00,Polyester,1.0,NaN,0.0
Weekday Unisex Jonas stripe cardigan in green exclusive to ASOS,£26.00,Cotton,1.0,NaN,0.0
Hollister mock neck jumper in grey,£26.00,Polyester,0.98,Elastane,0.02
Nike Swoosh unisex sweater vest in black,£26.00,Cotton,1.0,NaN,0.0
Pull&Bear high neck ribbed cropped jumper with tie back detail in grey,£26.00,Viscose,0.48,Polyester,0.28
Loungeable soft fuzzy cardigan in chocolate brown,£26.00,Polyester,1.0,NaN,0.0
Bershka oversized crew neck jumper in off white,£26.00,Viscose,0.5,Polyester,0.3
COLLUSION knitted cropped jumper in light brown ,£26.00,Acrylic,1.0,NaN,0.0
Noisy May high neck ribbed jumper in dark green,£26.00,Acrylic,1.0,NaN,0.0
Mango button front jumper in black,£46.00,Acrylic,1.0,NaN,0.0
Mango button detail cardigan in white,£46.00,Acrylic,1.0,NaN,0.0
Stradivarius lace back knit jumper in black ,£46.00,Acrylic,1.0,NaN,0.0
Stradivarius STR cropped cable knit jumper in washed grey ,£46.00,Cotton,1.0,NaN,0.0
Under Armour training seamless long sleeve top in white,£46.00,Cotton,1.0,NaN,0.0
Mango cable knit cardigan in light blue,£46.00,Acrylic,0.9,Polyamide,0.1
& Other Stories one shoulder merino wool jumper in black,£46.00,Wool,1.0,NaN,0.0
Missyempire mesh ruched cardigan in black,£46.00,Polyester,0.95,Elastane,0.05
AllSaints Lou crop v neck knitted jumper in black and brown stripe,£46.00,Acrylic,0.4,Nylon,0.3
Weekday Teagan open knit jumper in black,£46.00,Polyamide,0.5,Wool,0.5
Daisy Street fitted v neck jumper in fluffy stripe knit,£46.00,Acrylic,1.0,NaN,0.0
Object button through knitted cardigan in black with beige stripe ,£46.00,Viscose,0.7,Polyester,0.3
JJXX Ava lightweight soft knit roll neck jumper in brown,£46.00,Viscose,0.8,Nylon,0.18
Something New x Lame. Cobain high neck knitted jumper in acidic lime green,£46.00,Acrylic,0.68,Nylon,0.21
Pieces high neck jumper with balloon sleeves in blue,£46.00,Polyester,1.0,NaN,0.0
Native Youth striped fluffy roll neck jumper in multi,£46.00,Polyester,1.0,NaN,0.0
Urban Revivo zip through ribbed long sleeve jumper in bright green,£46.00,Viscose,0.34,Polyamide,0.3
Noisy May open knit long sleeve shrug in black,£46.00,Polyester,1.0,NaN,0.0
Reclaimed Vintage fluffy knitted shrug in charcoal,£46.00,Polyamide,0.62,Acrylic,0.38
& Other Stories premium knit wool polo collar jumper in grey,£46.00,Cashmere,1.0,NaN,0.0
Monki high zip neck knitted sweater in off white,£46.00,Cotton,0.5,Polyester,0.5
Pieces exclusive scoop neck jumper in brown & cream stripe,£46.00,Polyester,0.58,Acrylic,0.38
JJXX crew neck jumper in lime space dye,£46.00,Acrylic,0.65,Polyester,0.35
Object v neck jumper in fossil beige melange,£46.00,Viscose,0.5,Nylon,0.27
Mango roll neck cropped jumper in orange,£46.00,Acrylic,0.56,Polyamide,0.44
ASOS DESIGN Petite off shoulder jumper with corset detail in green,£46.00,Viscose,0.68,Polyester,0.32
Bailey Rose button front rib knit cardigan in lilac co-ord,£46.00,Viscose,0.5,Polyester,0.28
Reclaimed Vintage unisex spliced laddered knit jumper in black,£46.00,Acrylic,1.0,NaN,0.0
Selected Femme loose fit knitted jumper in cream with black stripes,£46.00,Cotton,0.6,Acrylic,0.4
Mango cropped high neck jumper in oatmeal,£46.00,Polyester,0.76,Acrylic,0.22
JDY roll neck puff sleeve jumper in pale green,£46.00,Acrylic,0.57,Polyester,0.41
Minga London ribbed roll neck top with fluffy sleeves and kitten graphic in black,£46.00,Cotton,0.9,Elastane,0.05
ASOS DESIGN jumper with asymmetric neck in rib in lime,£46.00,Acrylic,0.5,Cotton,0.5
Monki knitted longline cardigan in dark blue,£46.00,Polyester,0.8,Acrylic,0.15
Only v neck balloon sleeve textured jumper in brown,£46.00,Polyester,0.82,Acrylic,0.14
Vero Moda Petite bobble ballon sleeve jumper in cream ,£46.00,Acrylic,0.57,Polyester,0.28
AllSaints x ASOS exclusive unisex Underground jumper in black,£46.00,Cotton,1.0,NaN,0.0
Cotton:On crop v neck button down cardigan in wheat marl,£46.00,Acrylic,0.57,Polyester,0.35
The Frolic pearl embellished short sleeve jumper in mint,£46.00,Acrylic,0.72,Polyamide,0.25
ASOS DESIGN space dye cardigan with double zip in orange,£46.00,Nylon,1.0,NaN,0.0
Tommy Jeans oversized grunge jumper in white,£46.00,Acrylic,0.5,Cotton,0.5
Miss Selfridge lounge cable knit crop hoodie in oatmeal ,£46.00,Polyester,0.93,Wool,0.05
New Look cable and lace trim jumper in  cream,£46.00,Acrylic,0.68,Polyester,0.3
ASOS DESIGN Petite jumper with open collar in textured orange stripe,£46.00,Acrylic,1.0,NaN,0.0
Pimkie roll neck ribbed cropped jumper in blue,£46.00,Polyester,0.62,Elastane,0.38
Monki knitted sweater in multi collage jacquard print,£46.00,Polyester,0.52,Acrylic,0.41
ASOS DESIGN co-ord crop knitted top with ruched front in metallic yarn in copper,£46.00,Acetate,0.8,Metallised,0.11
Aria Cove boucle collar detail v neck jumper with cut out detail in cream,£46.00,Polyester,1.0,NaN,0.0
ASOS DESIGN asymmetric off shoulder top with ruched side in camel,£46.00,Acrylic,0.53,Viscose,0.47
ASOS DESIGN crop cardigan in fluffy yarn in camel,£46.00,Acrylic,0.53,Polyamide,0.34
Vero Moda Knitted polo jumper in light grey melange,£46.00,Polyester,0.8,Viscose,0.2
Under Armour training seamless long sleeve top in black,£46.00,Cotton,1.0,NaN,0.0
Pieces knitted rib top in beige,£46.00,Viscose,0.5,Polyester,0.28
JJXX high neck chunky knit jumper in teal,£46.00,Acrylic,0.8,Polyester,0.2
Emory Park cropped high neck flecked jumper in mocha,£46.00,Polyester,1.0,NaN,0.0
ASOS DESIGN Curve knitted top with sheer asymmetric detail in black,£46.00,Acrylic,0.77,Viscose,0.17
Nike Swoosh unisex sweater vest in cream,£46.00,Cotton,0.8,Elastane,0.2
Only space dye jumper in purple,£46.00,Polyester,1.0,NaN,0.0
ASOS DESIGN structured shoulder jumper with shoulder pads in grey,£46.00,Acrylic,0.8,Polyester,0.2
Mango zip detail cardigan in tan,£46.00,Polyamide,0.62,Acrylic,0.38
& Other Stories boxy high neck cropped jumper in brown,£46.00,Viscose,0.64,Polyester,0.23
ASOS DESIGN high neck asymmetric sheer and solid knitted top in stone,£46.00,Viscose,0.61,Polyester,0.22
Cotton:On texture rib zip vest in white nep,£46.00,Acrylic,1.0,NaN,0.0
JDY knitted crew neck jumper in cream stripe,£20.00,Acrylic,1.0,NaN,0.0
Weekday Fiona chunky knit jumper in light beige melange,£46.00,Cotton,1.0,NaN,0.0
JDY lightweight jumper in cream,£46.00,Acrylic,1.0,NaN,0.0
Selected Femme v neck knitted jumper in cream ,£46.00,Wool,0.5,Nylon,0.24
ASOS DESIGN oversized jumper in textured stitch in stripe in khaki and cream,£20.00,Polyester,0.51,Acrylic,0.49
& Other Stories merino wool sheer high neck knitted top in dusty purple,£20.00,Wool,1.0,NaN,0.0
Noisy May lace cardigan in blue ,£20.00,Nylon,0.9,Elastane,0.1
ASOS DESIGN oversized high neck jumper in black,£20.00,Acrylic,1.0,NaN,0.0
Pull&Bear soft touch crew neck jumper in beige marl,£20.00,Viscose,0.81,Polyester,0.17
Armani Exchange sleeveless knit top in black,£20.00,Viscose,0.62,Polyamide,0.38
Bershka roll neck choker detail jumper in pale pink,£20.00,Viscose,0.5,Polyester,0.29
Mango crochet jumper with flower detail in beige,£20.00,Polyamide,0.7,Acrylic,0.3
Y.A.S zip neck jumper in blue stripe,£20.00,Viscose,0.79,Linen,0.21
BOSS Felva longline cardigan in pastel orange,£20.00,Polyamide,0.58,Alpaca,0.21
Polo Ralph Lauren icon logo cotton cable knit jumper in orange,£20.00,Cotton,1.0,NaN,0.0
Fiorucci cropped jumper in pink monogram,£20.00,Cotton,1.0,NaN,0.0
ASOS LUXE Curve embellished knitted jumper with organza bow back in light grey,£20.00,Cotton,1.0,NaN,0.0
BOSS Falentissa printed cardigan in black and white,£20.00,Cotton,1.0,NaN,0.0
Easy Tiger tie front maxi mesh cardigan in lady luck print co-ord,£20.00,Polyester,0.95,Elastane,0.05
Minga London roll neck fitted top with contrast mix graphic in brown,£20.00,Polyester,0.83,Viscose,0.13
& Other Stories contoured rib knit fitted top with in grey,£20.00,Viscose,0.54,Polyamide,0.46
& Other Stories ribbed knitted polo top with gem collar in mint,£20.00,Wool,0.53,Tencel,0.36
& Other Stories open knit jumper in beige,£20.00,Viscose,0.65,Polyamide,0.35
Jordan jacquard knit cardigan in brown,£20.00,Cotton,1.0,NaN,0.0
Weekday festival knitted cut out bolero top in light blue ,£20.00,Polyester,0.52,Viscose,0.48
Pimkie knitted wide sleeve collar detail jumper in grey marl,£20.00,Polyester,0.95,Wool,0.05
Fred Perry x Amy Winehouse short sleeve knitted jumper in green snakeskin,£20.00,Cotton,1.0,NaN,0.0
Urban Revivo scoop neck cardigan in blue,£20.00,Cotton,0.56,Polyester,0.4
Annorlunda chunky cable knit slouchy tassel hem cardigan in purple,£20.00,Acrylic,1.0,NaN,0.0
& Other Stories wool blend fluffy knit chuck-on cardigan in black,£20.00,Wool,0.39,Mohair,0.3
Mango open collar jumper in beige,£20.00,Acrylic,0.85,Polyamide,0.1
ASOS DESIGN chunky v neck jumper in alpaca wool blend in butter yellow,£20.00,Alpaca,0.34,Nylon,0.33
Pieces knitted frill jumper in baby blue,£20.00,Polyester,1.0,NaN,0.0
Urban Revivo slash sleeve high neck jumper in grey marl,£20.00,Polyester,0.4,Acrylic,0.3
Reclaimed Vintage plated rib knit shrug,£20.00,Acrylic,1.0,NaN,0.0
BOSS Fenniki logo mesh jumper in black,£20.00,Polyester,1.0,NaN,0.0
ASOS DESIGN jumper with 3D textured stitch in blue,£20.00,Polyamide,1.0,NaN,0.0
ASOS DESIGN crop cardigan with 3D textured stitch in orange,£20.00,Polyester,0.67,Viscose,0.33
ASOS DESIGN Petite knitted top with cut out and tie front in metallic yarn in cobalt blue,£20.00,Acrylic,0.83,Polyester,0.11
Polo Ralph Lauren cable knit jumper in navy,£20.00,Cotton,1.0,NaN,0.0
& Other Stories merino wool roll neck sweater with shoulder pads in brown,£20.00,Merino,1.0,NaN,0.0
ASOS DESIGN knitted polo collar jumper with tie detail in teddy yarn in tan,£20.00,Polyester,1.0,NaN,0.0
Noisy May cropped jumper in grey,£20.00,Acrylic,1.0,NaN,0.0
Mango tonal long sleeve top co-ord in pink,£20.00,Acrylic,1.0,NaN,0.0
Obey amelia sweatshirt in white,£20.00,Cotton,0.58,Polyester,0.42
Monki knitted cardigan with detachable faux fur collar in purple,£20.00,Viscose,0.72,Polyamide,0.28
Weekday Unisex Fabian graphic jumper in black exclusive to ASOS,£20.00,Cotton,1.0,NaN,0.0
Only Tall button down longline cardigan dress in black,£20.00,Viscose,0.5,Nylon,0.27
Tommy Jeans logo turtleneck sweater in leopard print,£20.00,Polyamide,0.6,Acrylic,0.3
Miss Selfridge knit rib super crop top in camel,£20.00,Viscose,0.72,Nylon,0.28
Weekday Anais knitted cardigan in blue stripe,£20.00,Polyester,0.97,Elastane,0.03
IIQUAL unisex cable knit varsity jumper in brown & coral,£20.00,Cotton,1.0,NaN,0.0
Bailey Rose charm tie crop cardigan in pink check,£20.00,Acrylic,0.55,Cotton,0.45
Dickies wilderville rib cardigan in green surplus utility pack exclusive to asos,£20.00,Cotton,1.0,NaN,0.0
Fred Perry X Amy winehouse zebra jumper in pink ,£20.00,Acrylic,0.4,Polyamide,0.4
& Other Stories wool blend cardigan with clasp buttons in off-white,£20.00,Wool,0.62,Cotton,0.2
Urban Revivo scoop neck cardigan in black,£20.00,Cotton,0.56,Polyester,0.4
& Other Stories wool blend jumper in dark blue exclusive to ASOS,£20.00,Wool,1.0,NaN,0.0
Fred Perry branded cardigan in navy,£20.00,Wool,0.52,Cotton,0.48
Urban Revivo slash detail ribbed long sleeve jumper in black,£20.00,Viscose,0.56,Polyester,0.27
Weekday Unisex Jesper knitted jumper in silver metallic yarn exclusive to ASOS,£20.00,Polyester,1.0,NaN,0.0
